,股票代码,质押日期,股东名称,质押方,质押股数(万股),占所持股比例(%),占总股本比例(%),冻结事由,冻结期限,状态,预警线(估算),平仓线(估算),质押日收盘价(前复权)(元),最新收盘价(元),质押股数(万股).1,占所持股比例(%).1,占总股本比例(%).1,解除日期,公告日期,平仓日
231,000796.SZ,2016/11/24,凯撒世嘉旅游管理顾问股份有限公司,长江证券股份有限公司,"4,656.58",21.98,5.8,质押给长江证券股份有限公司,初始交易日2016-11-24购回交易日2019-5-24,已到平仓线,10.89,9.53,17.01,6.28,--,--,--,2019/11/22,2019/6/10,20180723
232,000796.SZ,2016/11/23,凯撒世嘉旅游管理顾问股份有限公司,长江证券股份有限公司,"4,632.31",21.86,5.77,质押给长江证券股份有限公司,初始交易日2016-11-23购回交易日2019-5-23,已到平仓线,10.9,9.54,17.03,6.28,--,--,--,2019/11/22,2019/6/10,20180723
233,000796.SZ,2016/4/28,海航旅游集团有限公司,宏信证券有限责任公司,246.86,1.08,0.31,质押给宏信证券有限责任公司,"质押开始日期2016年04月28日质押结束日期2019年04月28日,延期至2019-10-28。",已到平仓线,17.42,15.24,27.22,6.28,--,--,--,2019/10/28,2019/7/13,20161220
234,000796.SZ,2016/4/28,海航旅游集团有限公司,宏信证券有限责任公司,"10,503.09",46.14,13.08,海航旅游集团有限公司质押给宏信证券有限责任公司,"质押开始日期2016年04月28日质押结束日期2019年04月28日,延期至2019-10-28。",已到平仓线,17.42,15.24,27.22,6.28,--,--,--,2019/10/28,2019/7/13,20161220
235,000796.SZ,2016/3/9,海航旅游集团有限公司,中银资产管理有限公司,"2,000.00",7.84,2.49,质押给中银资产管理有限公司,"质押开始日期2016年03月09日
质押结束日期2021年01月19日",已到平仓线,17.42,15.24,27.22,6.28,"25,525.72",100,31.79,2021/1/19,2016/5/4,20161220
236,000796.SZ,2016/1/18,海航旅游集团有限公司,中银资产管理有限公司,"10,000.00",39.18,12.45,"海航旅游将其持有的本公司部分股份质押给中银资产管理有限公司,并在中国证券登记结算有限责任公司的质押登记手续已办理完毕",质押开始日期2016-01-18质押结束日期2021-01-19,已到平仓线,17.42,15.24,27.22,6.28,"23,525.72",92.16,29.3,2021/1/19,2016/1/22,20161220
237,000802.SZ,2017/1/23,中国华力控股集团有限公司,华融证券股份有限公司,0.01,0.0,0.0,"中国华力控股集团有限公司质押8,617,400股给华融证券股份有限公司",冻结期限是2017年1月23日至2018年1月23日,已到平仓线,11.58,10.14,18.1,8.5,"11,286.99",99.15,15.56,--,2018/2/1,20180619
238,000802.SZ,2017/1/18,中国华力控股集团有限公司,华融证券股份有限公司,0.01,0.0,0.0,"中国华力控股集团有限公司将8,617,400股质押给华融证券股份有限公司",质押期限从2017年1月18日至2018年1月18日,已到平仓线,11.42,9.99,17.84,8.5,"11,313.72",99.38,15.59,--,2018/1/26,20180619
239,000802.SZ,2016/10/10,西藏金宝藏文化传媒有限公司,九州证券股份有限公司,"2,640.00",49.98,3.65,质押给九州证券股份有限公司,三年,已到平仓线,12.99,11.37,20.3,8.5,"5,280.82",99.98,7.29,2019/10/10,2016/10/12,20180206
240,000802.SZ,2016/9/27,新疆嘉梦股权投资合伙企业(有限合伙),九州证券股份有限公司,"1,000.00",26.32,1.38,质押给九州证券股份有限公司,三年,已到平仓线,12.93,11.31,20.2,8.5,"1,000.00",26.32,1.38,2019/9/27,2016/10/12,20180206
241,000815.SZ,2017/12/21,中冶纸业集团有限公司,中国农业银行股份有限公司北京石景山支行,"3,956.55",50.0,5.69,"中冶纸业集团有限公司质押39,565,524给中国农业银行股份有限公司北京石景山支行用于融资",质押期限从2017年12月21日至解除质押之日止,已到平仓线,10.69,9.35,16.7,7.96,"3,956.55",50,5.69,--,2017/12/28,20180619
242,000815.SZ,2016/12/16,北京兴诚旺实业有限公司,中国农业银行股份有限公司北京石景山支行,"7,250.00",50.0,10.43,质押给中国农业银行股份有限公司北京石景山支行,质押自2016年12月16日到2024年12月31日,已到平仓线,13.06,11.42,20.4,7.96,"7,250.00",50,10.43,2024/12/31,2016/12/20,20170726
243,000815.SZ,2016/6/15,宁波赛特股权投资合伙企业(有限合伙),华融证券股份有限公司北京文慧园营业部,"3,307.39",100.0,4.76,质押给华融证券股份有限公司北京文慧园营业部,质押开始日期2016年6月15日质押到期日办理解除质押之日,已到平仓线,12.77,11.18,19.96,7.96,"3,307.39",100,4.76,--,2016/6/29,20180323
244,000815.SZ,2016/6/13,宁波赛客股权投资合伙企业(有限合伙),东北证券股份有限公司北京三里河东路证券营业部,"1,264.59",38.24,1.82,质押给东北证券股份有限公司北京三里河东路证券营业部,质押开始日期2016年6月13日质押到期日办理解除质押之日,已到平仓线,12.61,11.03,19.7,7.96,"1,264.59",38.24,1.82,--,2016/6/29,20180423
245,000815.SZ,2016/4/21,赛伯乐投资集团有限公司,西藏信托有限公司,"6,809.34",100.0,9.79,质押给西藏信托有限公司,质押开始日期2016年4月21日,已到平仓线,13.57,11.87,21.2,7.96,"6,809.34",100,9.79,--,2016/4/22,20170717
246,ST000820.SZ,2018/2/1,神雾科技集团股份有限公司,山西证券股份有限公司,300,0.86,0.47,"神雾科技集团股份有限公司质押3,000,000股给山西证券股份有限公司用于补充质押",质押期限从2018年2月1日至神雾集团办理解除质押登记手续之日。,已到平仓线,8.6,7.52,13.43,1.76,"33,969.00",97.22,53.31,--,2018/2/6,20180711
247,ST000820.SZ,2018/1/26,神雾科技集团股份有限公司,华林证券股份有限公司,300,0.86,0.47,"神雾科技集团股份有限公司将其持有的3,000,000股股数质押给华林证券股份有限公司用于补充质押。",质押初始日期为2018年1月25日至神雾集团办理解除质押登记手续之日。,已到平仓线,11.69,10.23,18.27,1.76,"33,669.00",96.36,52.84,--,2018/2/9,20180619
248,ST000820.SZ,2018/1/25,神雾科技集团股份有限公司,天风证券股份有限公司,740,2.12,1.16,"神雾科技集团股份有限公司将其持有的7,400,000股股数质押给天风证券股份有限公司用于补充质押。",质押初始日期为2018年1月25日至神雾集团办理解除质押登记手续之日。,已到平仓线,11.07,9.69,17.3,1.76,"33,669.00",96.36,52.84,--,2018/2/9,20180620
249,ST000820.SZ,2018/1/24,神雾科技集团股份有限公司,周水荣,700,2.0,1.1,"神雾科技集团股份有限公司将其持有的7,000,000股股数质押给周水荣用于补充流动资金。",质押初始日期为2018年1月24日至神雾集团办理解除质押登记手续之日。,已到平仓线,11.39,9.96,17.79,1.76,"33,669.00",96.36,52.84,--,2018/1/30,20180619
250,ST000820.SZ,2018/1/24,神雾科技集团股份有限公司,华创证券有限责任公司,115.2,0.33,0.18,"神雾科技集团股份有限公司将其持有的1,152,000股股数质押给华创证券有限责任公司用于补充质押。",质押初始日期为2018年1月24日至神雾集团办理解除质押登记手续之日。,已到平仓线,11.39,9.96,17.79,1.76,"33,669.00",96.36,52.84,--,2018/2/9,20180619
251,ST000820.SZ,2018/1/24,神雾科技集团股份有限公司,华创证券有限责任公司,115.2,0.33,0.18,"神雾科技集团股份有限公司将其持有的1,152,000股股数质押给华创证券有限责任公司用于补充质押。",质押初始日期为2018年1月24日至神雾集团办理解除质押登记手续之日。,已到平仓线,11.39,9.96,17.79,1.76,"33,669.00",96.36,52.84,--,2018/2/9,20180619
252,ST000820.SZ,2018/1/24,神雾科技集团股份有限公司,华创证券有限责任公司,169.6,0.49,0.27,"神雾科技集团股份有限公司将其持有的1,696,000股股数质押给华创证券有限责任公司用于补充质押。",质押初始日期为2018年1月24日至神雾集团办理解除质押登记手续之日。,已到平仓线,11.39,9.96,17.79,1.76,"33,669.00",96.36,52.84,--,2018/2/9,20180619
253,ST000820.SZ,2018/1/22,神雾科技集团股份有限公司,俞蔺峰,460,1.32,0.72,"神雾科技集团股份有限公司将其持有的4,600,000股股数质押给俞蔺峰用于补充流动资金。",质押初始日期为2018年1月22日至办理解除质押登记手续之日。,已到平仓线,12.52,10.96,19.57,1.76,"31,529.00",90.23,49.48,--,2018/1/25,20180615
254,ST000820.SZ,2018/1/19,神雾科技集团股份有限公司,渤海国际信托股份有限公司,138,0.39,0.22,"神雾科技集团股份有限公司将其持有的1,380,000股股数质押给渤海国际信托股份有限公司用于补充流动资金。",质押初始日期为2018年1月19日至办理解除质押登记手续之日。,已到平仓线,13.67,11.96,21.36,1.76,"31,529.00",90.23,49.48,--,2018/1/25,20180528
255,ST000820.SZ,2018/1/17,神雾科技集团股份有限公司,长江证券(上海)资产管理有限公司,"1,133.00",3.24,1.78,"神雾科技集团股份有限公司质押11,330,000股给长江证券(上海)资产管理有限公司补充流动资金",质押期限从2018年1月17日至神雾集团办理解除质押登记手续之日,已到平仓线,16.68,14.59,26.06,1.76,"30,931.00",88.52,48.54,--,2018/1/19,20180201
256,ST000820.SZ,2018/1/17,神雾科技集团股份有限公司,长江证券(上海)资产管理有限公司,867,2.48,1.36,"神雾科技集团股份有限公司质押8,670,000股给长江证券(上海)资产管理有限公司补充流动资金",质押期限从2018年1月17日至神雾集团办理解除质押登记手续之日,已到平仓线,16.68,14.59,26.06,1.76,"30,931.00",88.52,48.54,--,2018/1/19,20180201
257,ST000820.SZ,2018/1/17,神雾科技集团股份有限公司,李振涛,"1,200.00",3.43,1.88,"神雾科技集团股份有限公司质押12,000,000股给李振涛补充流动资金",质押期限从2018年1月17日至神雾集团办理解除质押登记手续之日,已到平仓线,16.68,14.59,26.06,1.76,"30,931.00",88.52,48.54,--,2018/1/19,20180201
258,ST000820.SZ,2018/1/8,神雾科技集团股份有限公司,长城国瑞证券有限公司,609,1.74,0.96,"神雾科技集团股份有限公司将持有的6,090,000股质押给长城国瑞证券有限公司用于补充流动资金。",质押期限2018年1月8日至神雾集团办理解除质押登记手续之日。,已到平仓线,18.53,16.22,28.96,1.76,"27,731.00",79.37,43.52,--,2018/1/10,20180131
259,000821.SZ,2016/1/20,王伟,联讯证券股份有限公司,"1,038.00",24.96,1.93,王伟质押股份给联讯证券股份有限公司用于借款,"质押起始日2016-01-18到2019-1-19。质押到期日或购回日2019年4月21日,延期至2020年4月21日。",已到平仓线,9.3,8.14,14.53,7.45,"3,778.00",90.85,7.02,2020/4/21,2019/4/17,20181011
260,000821.SZ,2016/1/18,王伟,联讯证券股份有限公司,"1,940.00",46.65,3.6,王伟质押股份给联讯证券股份有限公司用于借款,"质押起始日2016-01-18到2019-1-17。质押到期日或购回日2019年4月17日,延期至2020年4月17日。",已到平仓线,8.78,7.68,13.72,7.45,"3,778.00",90.85,7.02,2020/4/17,2019/4/17,20181016
261,000826.SZ,2018/3/13,桑德集团有限公司,方正证券股份有限公司,237,1.86,0.23,"桑德集团有限公司质押给方正证券股份有限公司2,370,000股用于资金需求",质押期限从2018年3月13日至办理解除之日止,已到平仓线,13.35,11.68,20.85,10.02,"12,755.04",100,12.48,--,2018/3/15,20181011
262,000826.SZ,2018/2/12,桑德集团有限公司,方正证券股份有限公司,20,0.16,0.02,桑德集团有限公司质押57万股给方正证券股份有限公司补充质押,质押期限从2018年2月12日至办理解除之日止,已到平仓线,12.57,11.0,19.64,10.02,"12,755.04",100,12.48,--,2018/3/15,20181012
263,000826.SZ,2018/1/18,桑德集团有限公司,广东粤财信托有限公司,530,4.17,0.52,桑德集团有限公司质押530万股给广东粤财信托有限公司用于资金需求,质押期限从2018年1月18日至办理解除质押之日止,已到平仓线,14.0,12.25,21.87,10.02,"12,698.04",99.95,12.43,--,2018/1/24,20181011
264,000826.SZ,2017/12/27,桑德集团有限公司,方正证券股份有限公司,"1,722.30",13.56,1.69,"桑德集团有限公司将1,722.30万股股份质押给方正证券股份有限公司用于资金需求。",冻结日期从2017年12月27日至办理解除质押手续之日止,已到平仓线,14.92,13.05,23.31,10.02,"12,698.04",99.95,12.43,--,2017/12/29,20181008
265,000826.SZ,2017/11/23,桑德集团有限公司,方正证券股份有限公司,"1,521.74",11.98,1.78,"桑德集团将其所持1,553.00万股质押给方正证券股份有限公司用于资金需求",质押起始日为2017年11月23日,已到平仓线,15.59,13.64,24.35,10.02,"12,698.04",99.95,12.43,--,2017/12/7,20180822
266,000826.SZ,2017/11/17,桑德集团有限公司,方正证券股份有限公司,"1,553.00",12.22,1.82,"桑德集团将其所持1,553.00万股质押给方正证券股份有限公司用于资金需求",质押起始日为2017年11月17日,已到平仓线,15.79,13.81,24.67,10.02,"12,698.04",99.95,12.43,--,2017/12/7,20180820
267,000826.SZ,2017/9/15,桑德集团有限公司,中泰信托有限责任公司,300,2.36,0.35,桑德集团将其所持公司股份300万股质押给中泰信托有限责任公司用于资金需求,"质押期间自2017年9月15日起,直至双方办理完成解押手续之日止。",已到平仓线,15.63,13.68,24.42,10.02,"12,698.04",99.95,12.43,--,2017/12/7,20180822
268,000826.SZ,2017/8/3,桑德集团有限公司,方正证券股份有限公司,"1,050.00",8.27,0.98,"桑德集团有限公司质押给方正证券股份有限公司10,500,000股",质押开始日期2017年8月3日.,已到平仓线,14.84,12.98,23.19,10.02,"12,698.04",99.95,14.86,--,2017/8/8,20181008
269,000826.SZ,2017/7/5,桑德集团有限公司,方正证券股份有限公司,"1,357.00",10.68,1.59,"桑德集团将其所持1,357万股(占公司总股本的1.59%)无限售条件流通股股权质押给方正证券股份有限公司进行股票质押式回购交易,为桑德集团向该公司申请的流动资金贷款提供担保","质押期间自2017年7月5日起,直至双方办理完成解押手续之日止。",已到平仓线,16.05,14.05,25.08,10.02,"12,698.04",99.95,14.86,--,2017/7/8,20180817
270,000826.SZ,2016/4/6,桑德集团有限公司,华中融资租赁有限公司,200,1.57,0.24,桑德集团分别将其所持100万股(占公司总股本的0.12%)以及100万股(占公司总股本的0.12%)无限售条件流通股股权质押给华中融资租赁有限公司,"质押期间自2016年4月6日起,直至双方办理完成解除质押手续之日止。",已到平仓线,14.44,12.63,22.56,10.02,"12,666.60",99.71,14.83,--,2016/5/17,20181009
271,000835.SZ,2018/3/19,长城影视文化企业集团有限公司,中国长城资产管理股份有限公司安徽省分公司,"1,300.00",18.95,3.98,长城影视文化企业集团有限公司,质押期限自2018年3月19日至办理解除质押登记之日止,已到平仓线,4.88,4.27,7.62,4.03,"6,700.00",97.64,20.5,--,2018/3/23,20181008
272,000835.SZ,2018/3/16,长城影视文化企业集团有限公司,方正证券股份有限公司,140,2.04,0.43,"长城影视文化企业集团有限公司将其持有的1,400,000股股数质押给方正证券股份有限公司用于补充质押。",质押初始日期为2018年3月16日至办理解除质押登记之日止。,已到平仓线,4.9,4.29,7.66,4.03,"5,400.00",78.69,16.53,--,2018/3/21,20181008
273,000835.SZ,2018/1/10,长城影视文化企业集团有限公司,天风证券股份有限公司,330,4.8,1.01,"长城影视文化企业集团有限公司质押3,300,000股给天风证券股份有限公司补充流动资金",质押期限从20181月10日至办理解除质押登记手续之日止,已到平仓线,5.25,4.6,8.21,4.03,"5,260.00",76.65,16.1,--,2018/1/22,20180705
274,000835.SZ,2016/9/13,长城影视文化企业集团有限公司,方正证券股份有限公司,"2,000.00",38.25,6.12,长城集团质押给方正证券股份有限公司2000万股用于补充流动资金,质押开始日期2016年9月13日至质权人办理解除质押登记手续之日止,已到平仓线,8.54,7.47,13.34,4.03,"5,000.00",95.64,15.3,--,2016/9/19,20180202
275,000838.SZ,2017/12/28,重庆财信房地产开发有限公司,中信证券有限公司,300,0.46,0.27,"重庆财信房地产开发有限公司将持有的3,000,000股质押给中信证券有限公司用于补充质押。",质押起始日2017年12月28日至2019年8月30日。,已到平仓线,3.68,3.22,5.74,3.14,"55,118.58",83.97,50.09,2019/8/30,2017/12/29,20181011
